Categoria,Titulo,Conteudo,Palavras chave,Url
Rejeições NFE,Rejeição: 277 - Código município do local de retirada: difere da UF do local de retirada.,"Rejeição

A rejeição 277 ocorre quando o código do município do local de retirada difere da UF do local de retirada. Isso pode acontecer ao emitir uma nota fiscal eletrônica (NF-e). 

Causa 

Ao emitir uma NF-e, os dois primeiros dígitos do código do município (cMun) são diferentes do código da UF correspondente.
Dicas

Como resolver 

Verifique se a UF vinculada para as cidades envolvidas está correta.
Acesse a tela ""Cidades"" e revise os campos ""Cód. UF"" e ""Mun. domicílio fiscal"".
Entre em contato com o suporte informando o código correto para correção do erro.

Consultando o IBGE 

Para obter os códigos corretos, consulte a Tabela de Municípios do IBGE. 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-277
Rejeições NFE,Rejeição: 278 - Código município do local de entrega: dígito inválido.,"Rejeição

A rejeição 278 ""Código Município do Local de Entrega inexistente"" ocorre quando o código do município informado na Nota Fiscal Eletrônica (NF-e) não é válido. 

Causas 

O código do município informado está incorreto 
O código do município informado não existe na tabela de municípios do IBGE
Dicas

Como resolver 

Verifique se o código do município informado está correto e atualizado
Consulte a Tabela de Município do IBGE
Solicite a correção do código para p suporte.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-278
Rejeições NFE,Rejeição: 279 - Código município do local de entrega: difere da UF do local de entrega.,"Detalhes do erro

Esse rejeição é referente a UF do endereço de entrega estar diferente do endereço cadastrado no IBGE.

 

Dicas de correção

Para resolver a Rejeição 279: Código Município do Local de Entrega: difere da UF do Local de Entrega, verifique o código do município no local de entrega, no campo cMun, é igual ao que está cadastrado no site do IBGE.

Neste caso, qualquer diferente ao site do IBGE não será valido.

Ou seja, precisa validar qual a UF esta no cadastro do cliente (Cadastros Gerais → Clientes) no endereço de entrega.

Se apresentar esse erro, entre em contato com o suporte.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-279
Rejeições NFE,Rejeição: 280 - Certificado transmissor inválido.,"Rejeição
Rejeição: Certificado Transmissor inválido

A Rejeição 280 pode ocorrer quando uma o CTe for emitido com certificado inválido, podendo estar inválido para uso, por diversos motivos, como: 

Dicas
Como Resolver

Para resolver a Rejeição 280: Certifique-se de que o certificado digital utilizado, tem validade para uso. 

Caso identifique que o certificado de fato é inválido, faça a reinstalação e ou contate a Sefaz para uma validação. Em alguns casos, pode ser necessária a substituição do certificado, junto a certificadora. ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-280
Rejeições NFE,Rejeição: 281 - Certificado transmissor data validade.,"Rejeição

A rejeição 281 ""Certificado Transmissor Data Validade"" ocorre quando o certificado digital utilizado para emitir uma NF-e está vencido. Também aparece dentro do sistema como transport error 403 error forbidden

Quando ocorre a rejeição 281? 

A rejeição 281 ocorre quando o certificado digital utilizado para a transmissão de informações está vencido ou possui uma data de validade expirada. 

Dicas

Como resolver a rejeição 281? 

Verifique a data de validade do certificado digital
Atualize o certificado digital
Realize uma nova emissão da NF-e

Se o certificado digital estiver inválido, pode ser necessário reinstalá-lo ou substituí-lo. Para isso, é possível entrar em contato com uma empresa certificadora. ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-281
Rejeições NFE,Rejeição: 282 - Certificado transmissor sem CNPJ.,"Rejeição

A rejeição 282 ""Certificado Transmissor sem CNPJ/CPF"" ocorre quando o certificado digital utilizado para transmitir um documento fiscal eletrônico não está vinculado a um CNPJ. 

A rejeição 282 é retornada pela SEFAZ. 

Para obter mais informações sobre essa rejeição, você pode entrar em contato com a SEFAZ. 

Dicas

Para resolver a rejeição 282, você pode: 

Revisar a configuração do certificado digital com a empresa certificadora.
Após regularização com certificadora, informar o suporte sobre a alteração.

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-282
Rejeições NFE,Rejeição: 283 - Certificado Transmissor – erro cadeia de certificação.,"Rejeição

283 - Rejeição: Certificado Transmissor - erro de cadeia de certificado. 

O erro 283 ocorre quando o Web Service da SEFAZ não considera o certificado digital do transmissor como confiável, isto é ela não confia na AC emissora do certificado digital que está sendo utilizado pelo transmissor da NF-e.

Dicas

Como resolver:

Entre em contato com a sua certificadora e informe o erro, para que eles alterem alguma possível configuração.
Entrar em contato com o suporte se necessário após a alteração do certificado.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-283
Rejeições NFE,Rejeição: 293 - Certificado Assinatura – erro cadeia de certificação.,"Rejeição

A rejeição 293 ""Certificado Assinatura - erro Cadeia de Certificação"" ocorre quando a SEFAZ não consegue verificar a cadeia de certificação do certificado digital. 

Este erro pode acontecer quando:

O certificado da AC emissora não está cadastrado na SEFAZ
O certificado de AC está revogado
O certificado não foi assinado pela AC emissora
A entidade certificadora está fora do ar
Dicas

Para reportar o problema à SEFAZ, deve:

Informar o nome da Autoridade Certificadora que realizou a emissão do certificado digital.
Entrar em contato com a certificadora que realizou a emissão do certificado e informar sobre.
Após a realização da regularização do certificado atualizar dentro do cadastro da empresa.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-293
Rejeições NFE,Rejeição: 294 - Certificado Assinatura revogado.,"Rejeição

A rejeição 294 ""Certificado Assinatura revogado"" ocorre quando a Secretaria da Fazenda (SEFAZ) identifica que o certificado digital utilizado para assinar um documento está revogado. 

Dicas

O que fazer? 

Verificar se o certificado está na Lista de Certificados Revogados (LCR)
Entrar em contato com a certificadora que emitiu o certificado
Obter um novo certificado digital válido
Instalar e configurar o novo certificado digital","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-294
Rejeições NFE,Rejeição: 295 - Certificado Assinatura difere ICP Brasil.,"Rejeição

A rejeição 295 ""Certificado Assinatura difere ICP-Brasil"" ocorre quando o certificado digital utilizado para assinar um documento fiscal eletrônico não está de acordo com a ICP-Brasil. 

Dicas

Para resolver essa rejeição, você pode: 

Confirmar se o certificado foi emitido por uma autoridade certificadora reconhecida pela ICP-Brasil
Caso o certificado não seja compatível, solicitar um novo certificado digital
Instalar e configurar o novo certificado digital
 
Tela do cadastro da empresa.

Como solicitar um novo certificado digital? 

Solicite um novo certificado digital emitido por uma autoridade certificadora que atenda aos padrões da ICP-Brasil","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-295
Rejeições NFE,Rejeição: 296 - Certificado Assinatura erro no acesso a LCR.,"Rejeição

A rejeição 296 ""Certificado Assinatura erro no acesso a LCR"" ocorre quando a SEFAZ não consegue consultar a Lista de Certificados Revogados (LCR). Isso pode acontecer por problemas internos da SEFAZ. 

O que significa 

Essa rejeição não significa que o certificado está revogado. O problema é técnico e está relacionado à comunicação com a LCR. 

Dicas

Como resolver

Aguarde alguns minutos e volte a tentar a emissão ou comunicação
Reprocesse a nota fiscal
Caso o problema persista, entre em contato com o suporte","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-296
Rejeições NFE,Rejeição: 297 - Assinatura difere do calculado.,"Rejeição

A rejeição 297 ""Assinatura difere do calculado"" ocorre quando a assinatura digital de uma nota fiscal é violada. Isso pode acontecer por causa de caracteres especiais, espaços em branco ou quebras de linha. 

Dicas

Como resolver 

Verificar se há caracteres especiais, espaços em branco ou quebras de linha nos campos da nota fiscal 
Remover ou substituir os caracteres especiais, espaços em branco ou quebras de linha 
Verificar se o XML da nota fiscal foi manipulado após a assinatura 
Reenviar a nota fiscal ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-297
Rejeições NFE,Rejeição: 298 - Assinatura difere do padrão do projeto.,"Rejeição

A rejeição 298 ""Assinatura difere do padrão do projeto"" indica que a assinatura digital de um documento fiscal não atende às especificações da SEFAZ.

Causas 

O certificado digital não está credenciado no ICP-Brasil
O documento não apresenta as características exigidas pelo padrão da MDF-e
Existem caracteres especiais nos cadastros, como ""/"", ""*"", ""!"", ""&"", etc.
Dicas

Solução

Verifique o Manual do Contribuinte para saber os requisitos técnicos e procedimentos para emitir a NF-e
Verifique o formato da assinatura digital no XML da NF-e
Compare a assinatura com as especificações do manual do contribuinte
Faça os ajustes necessários para que a assinatura esteja em conformidade com o padrão
Reemita a NF-e com a nova assinatura digital","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-298
Rejeições NFE,Rejeição: 299 - XML da área de cabeçalho com codificação diferente de UTF-8.,"Rejeição

A rejeição 299 significa que o XML da área de cabeçalho da nota fiscal eletrônica (NF-e) possui uma codificação diferente de UTF-8. 

Causa 

Ocorre quando o XML contém caracteres que não estão incluídos no conjunto de caracteres da codificação UTF-8 
Pode acontecer quando há caracteres especiais e/ou acentuados no texto
Dicas

Solução 

Verifique os campos preenchidos com acentuação
Remova ou substitua as letras acentuadas
Reenvie a NF-e para processamento","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-299
Rejeições NFE,Rejeição: 346 - Somatório das quantidades informadas na Exportação Indireta não corresponde a quantidade total do item. - OK,"Detalhe do Erro
Ao realizar a emissão de uma NF-e (mod. 55) informando o grupo de Exportação Indireta (exportInd) e quantidade exportada (qExport) diferente da quantidade comercial total do item (qCom)
Dicas de Correção
O somatório das quantidades informada (tag:qExport), deve corresponder a quantidade comercial informada para o item (tag:qCom).
Na aplicação em vendas validas os itens e em cadastros gerais > Produtos, confira se todos estão na respectiva unidade tributável. Para que seja possível fazer o comparativo acesse: Tabela atualizada NCM e respectiva Utrib (comércio exterior).
Sendo necessário o cadastro de novas unidades de medida acesse Cadastros Gerais > Cadastros iniciais > Unidades de medida.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-346
Rejeições NFE,Rejeição: 347 - Descrição do Combustível diverge da descrição adotada pela ANP.,"Detalhe do Erro
Quando for emitida uma NF-e para Operação com Combustíveis e for informado Código do Produto da ANP (cProdANP) que não existe na Tabela do Sistema de Informações de Movimentação de Produtos ( SIMP ), será retornado a rejeição ""761 - Código de Produto ANP inexistente"". 
 
Quando for emitida uma NFC-e com Frete (Campo: modFrete) e Indicador de presença do comprador (Campo: indPres) for diferente de ""4 - NFC-e em operação com entrega a domicílio""

 

Dicas de Correção
Deve-se consultar a Tabela com os Códigos dos Produtos ANP divulgados pela Sefaz e SIMP e identificar Código que existente na mesma referente ao produto que está sendo comercializado.
 
A Sefaz divulgou em seu Portal Nacional tabela com a relação de códigos existentes, porém não possui a descrição dos produtos para cada código. Para ter acesso a essa tabela, acesse o endereço a seguir para baixá-la: http://www.nfe.fazenda.gov.br/portal/exibirArquivo.aspx?conteudo=2Cm8MVJiCVc=
 
Para ter acesso a tabela do SIMP, acesse o endereço: http://www.anp.gov.br/SITE/EXTRAS/SITE_SIMP/tabela-codigos.asp


Referência:

     Nota Técnica 2015/003 (v 1.60) -  http://www.nfe.fazenda.gov.br/portal/exibirArquivo.aspx?conteudo=zJGzcwysHPo=","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-347
Rejeições NFE,Rejeição: 348 - NFC-e com grupo RECOPI. - OK,"Detalhe do Erro
Quando for emitida uma NFC-e e for informado o grupo RECOPI (Reconhecimento e Controle das Operações com Papel Imune) (tag nRECOPI)será retornado a rejeição.

 

Dicas de Correção
Se o grupo RECOPI deve ser informado, então, deve-se emitir uma NF-e (modelo 55). Caso realmente, o documento a ser emitido seja uma NFC-e (modelo 65) o grupo RECOPI pode ter sido informado indevidamente

 

Referência:

Manual de Orientação do Contribuinte (v. 6.0) - http://www.nfe.fazenda.gov.br/portal/exibirArquivo.aspx?conteudo=URCYvjVMIzI=

 

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-348
Rejeições NFE,Rejeição: 349 - Número RECOPI não informado. - OK,"Detalhe do Erro
Ao tentar realizar a emissão de uma NF-e (mod.55), sem o número de RECOPI (Reconhecimento e Controle das Operações com Papel Imune), em operações de impressão de livros, jornais e/ou periódicos (NCM identificando tais itens), o órgão autorizador retorna a rejeição

 

Dicas de Correção

 

É necessário adicionar o número de registro de controle da operação, cadastrado no Sistema RECOPI Nacional, que possuí 20 dígitos, na tag nRECOPI, dentro do grupo prod.

                                                                                       ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-349
Rejeições NFE,Rejeição: 350 - Número RECOPI inválido. - OK,"Detalhe do Erro

 

Ao tentar realizar a emissão de uma NF-e (mod.55), com o número de RECOPI (Reconhecimento e Controle das Operações com Papel Imune) inválido, o órgão autorizador retorna à rejeição.

 

O erro está relacionado ao preenchimento da tag nRECOPI sem considerar os seguintes critérios:
20 dígitos numéricos (0-9);
Não conter separadores, espaços ou caracteres não numéricos;
Dígitos verificadores inválidos
Dicas de Correção
Corrigindo o conteúdo informado no campo nRECOPI, dentro do grupo prod.

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-350
Rejeições NFE,Rejeição: 351 - Valor do ICMS da Operação no CST=51 difere do produto BC e Alíquota. - OK,"Detalhe do Erro

 

Quando for emitida uma NF-e, com CST de ICMS igual a 51 - ""Diferimento"" e o Valor do ICMS da Operação (vICMSOp) for diferente do produto (multiplicação) da Base de Cálculo (vBC) e a Alíquota (pICMS), será retornado a rejeição.

      Veja como é feito o cálculo do Valor do ICMS da Operação da NF-e:

 

vBC (ID: N15)

pICMS (ID: N16)

_________________________

vICMSOp (ID: N16a)

 

Exemplo hipotético:
Foi emitida uma NF-e com CST de ICMS igual a 51, com Base de Cálculo igual a R$ 98.99 e Alíquota de 18.00% (por cento) e foi informado o Valor do ICMS da Operação igual a R$ 18.00. Sendo o valor correto da multiplicação da Base de Cálculo e Alíquota igual a R$ 17.82, a NF-e será rejeitada pelo motivo 351.Cálculo (vBC) e a Alíquota (pICMS), será retornado a rejeição.

 

Dicas de Correção
Na aplicação precisa validar nas regras de ICMS se a regra referente ao item esta correta com as alíquotas. No exemplo apresentado anteriormente o cálculo seria realizado da seguinte forma:

 

vBC (ID: N15) = 98.99

pICMS (ID: N16) = 18.00

______________________________________

vICMSOp (ID: N16a) = 98.99 x 18.00%

vICMSOp (ID: N16a) = 17.8182

 

     Realizando aproximação das quatro casas decimais para duas:

     vICMSOp (ID: N16a) = 17.82 

 

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-351
Rejeições NFE,Rejeição: 352 - Valor do ICMS Diferido no CST=51 difere do produto Valor ICMS Operação e percentual diferimento. - OK,"Detalhe do Erro

 

Quando for emitida uma NF-e, com CST de ICMS igual a 51 - ""Diferimento"" e o Valor do ICMS Diferido (vICMSDif) for diferente do produto (multiplicação) do Valor do ICMS da Operação (vICMSOp) e a Alíquota de Diferimento (pDif), será retornado a rejeição.

Veja como é feito o cálculo do Valor do ICMS da Operação da NF-e:A

 

vICMSOp (ID: N16a)

pDif (ID: N16b)

___________________

vICMSDif (ID: N16c)

 

Exemplo hipotético:
Foi emitida uma NF-e com CST de ICMS igual a 51, com Valor do ICMS da Operação igual a R$ 17.82 e Alíquota de Diferimento de 33.33% (por cento) e foi informado o Valor do ICMS de Diferido igual a R$ 6.00. Sendo o valor correto da multiplicação da Base de Cálculo e Alíquota igual a R$ 5.94.

 

Dicas de Correção

 

Na aplicação precisa validar nas regras de ICMS se a regra referente ao item esta correta com as alíquotas. No exemplo apresentado anteriormente o cálculo seria realizado da seguinte forma:

 

vICMSOp (ID: N16a) = 17.82

pDif (ID: N16b) = 33.33%

_____________________________________

vICMSDif (ID: N16c) = 5.939406

 

Realizando aproximação das quatro casas decimais para duas:

vICMSDif (ID: N16c) = 5.94

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-352
Rejeições NFE,Rejeição: 353 - Valor do ICMS no CST=51 não corresponde a diferença do ICMS operação e ICMS diferido. OK,"Detalhe do Erro
Quando for emitida uma NF-e, com CST de ICMS igual a 51 - ""Diferimento"" e o Valor do ICMS (vICMS) for diferente da diferença entre o Valor do ICMS Diferido (vICMSDif) e o Valor do ICMS da Operação (vICMSOp), será retornado a rejeição

 

Veja como é feito o cálculo do Valor do ICMS da Operação da NF-e:

vICMSOp (ID: N16a)

vICMSDif (ID: N16c)

__________________________

vICMS (ID: N17)

 

Exemplo hipotético:
Foi emitida uma NF-e com CST de ICMS igual a 51, com Valor do ICMS da Operação igual a R$ 17.82 e o Valor do ICMS Diferido igual a R$ 5.94 e foi informado o Valor do ICMS igual a R$ 12.00. Sendo o valor correto da diferença do Valor do ICMS da Operação e o Valor do ICMS Diferido igual a R$ 11.88, a NF-e será rejeitada pelo motivo 353.

 

Dicas de Correção
Na aplicação precisa validar nas regras de ICMS se a regra referente ao item esta correta com as alíquotas. No exemplo apresentado anteriormente o cálculo seria realizado da seguinte forma:

 

vICMSOp (ID: N16a) = 17.82

vICMSDif (ID: N16c)  = 5.94

__________________________________

vICMS (ID: N17) = 11.88

 

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-353
Rejeições NFE,Rejeição: 354 - Informado grupo de devolução de tributos para NF-e que não tem finalidade de devolução de mercadoria.,"Detalhe do Erro

 

Quando for emitida uma NF-e (modelo 55) com a finalidade de emissão diferente de devolução (finNFe <> 4) e informado o grupo de devolução de tributos (Grupo: det/impostoDevol), haverá a rejeição pelo motivo 354.

 

Exceções e Observações

 

Para essa Regra de Validação não há exceções. O grupo de devolução de tributos só deve ser informado quando a finalidade de emissão da NF-e for igual a devolução (finNFe=4).

 

 

Dicas de Correção

 

Na aplicação validar se a NOP não esta como 'devolução' marcado sendo uma operação de venda normal, com CFOP de venda. Se estiver na NOP precisa desmarcar a opção de 'devolução' e recarregar a NOP no pedido. 

 

 

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-354
Rejeições NFE,Rejeição: 355 - Informar o local de saída do Pais no caso da exportação. - OK,"Detalhe do Erro
Quando for emitida uma NF-e (modelo 55) com a finalidade de emissão diferente de devolução (finNFe <> 4) e informado o grupo de devolução de tributos (Grupo: det/impostoDevol), haverá a rejeição pelo motivo 354.

 

Exceções e Observações
Para essa Regra de Validação não há exceções. O grupo de devolução de tributos só deve ser informado quando a finalidade de emissão da NF-e for igual a devolução (finNFe=4).

 

Dicas de Correção

 

Na aplicação em Vendas > pedidos, buscar pelo pedido relacionado a nota fiscal emitida e pegar a NOP que esta no pedido e validar se ela esta marcada como Exportação, caso não esteja precisa marcar na NOP e depois de salvar as alterações no pedido retirar e colocar a NOP e faturar novamente para que gere a linha no banco de dados.

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-355
Rejeições NFE,Rejeição: 356 - Informar o local de saída do Pais somente no caso da exportação. - OK,"Detalhes do Erro

 

O erro se deve pelo motivo de que no pedido de venda o nome do País estar escrito errado ou como no caso como 'Sem País'.
Dicas de Correção

 

Na aplicação em Vendas > pedidos, buscar pelo pedido relacionado a nota fiscal emitida e validar no campo de endereço se o Pais esta preenchido correto com o nome, precisa estar com nome correto ex: Brasil.

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-356
Rejeições NFE,Rejeição: 357 - Chave de Acesso do grupo de Exportação Indireta inexistente [nRef: xxx]. - OK,"Detalhes do Erro
Este retorno de rejeição irá ocorrer nos casos em que for informada uma chave de acesso que não existe no portal do estado do emissor da NF-e. A chave de acesso a ser validada é a chave que consta no grupo detExport/exportInd campo <chNFe> e que seja do modelo 55.

 

Podem ocorrer casos em que a nota a ser referenciada foi emitida em produção e a nota que está sendo emitida seja em homologação, a SEFAZ também irá retornar esta rejeição em função de que a mesma consulta o documento no mesmo portal de autorização da nota.

 

 

Dicas de Correção
No pedido no passo dois nos itens informar a chave. Especifico para Exportação Indireta: Chave de Acesso da NF-e recebida para exportação: Deverá ser informado a Chave de Acesso da NF-e recebida que efetivou a exportação; (NF-e recebida com fim específico de exportação em caso de Exportação Indireta);

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-357
Rejeições NFE,Rejeição: 358 - Chave de Acesso do grupo de Exportação Indireta cancelada ou denegada [nRef: xxx]. - OK,"Detalhes do Erro
Essa rejeição ocorre, quando você tenta emitir uma NF-e de exportação, e no grupo de Exportação Indireta é informada a chave de acesso de uma nota cancelada ou denegada

 

Dicas de Correção

 

No pedido de venda passo dois corrigir a informação da chave. Ela não pode estar cancelada ou denegada. Caso precise, é possível consultar a nota diretamente na SEFAZ pela chave de acesso.

 

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-358
Rejeições NFE,Rejeição: 359 - NF-e de venda a Órgão Público sem informar a Nota de Empenho. - OK,"Detalhes do Erro
A Rejeição indica que ao emitir uma NF-e que possui o campo motDesICMS = 8, desoneração de ICMS motivada por venda a órgão público, devemos obrigatoriamente informar a nota de emprenho e a Data, Número e Cód. Unidade Executora, caso contrário a rejeição irá ocorrer. Ou que contenha a discriminação de uma nota de empenho que não é válida para aquele estado. tag xNEmp dentro do grupo compra

 

Valide o preenchimento das tags xNEmp (Identificação da Nota de Empenho), xPed (Pedido – informar o pedido) e xCont (Contrato – informar o contrato de compra).

 

Dicas de Correção
Verificar junto a licitação do Órgão Público as informações necessárias para informar na Nota de Empenho.

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-359
Rejeições NFE,Rejeição: 360 - NF-e com Nota de Empenho inválida para a UF. - OK,"Detalhes do Erro
Ao realizar a emissão de uma NF-e (mod. 55), que contenha a discriminação de uma nota de empenho que não é válida para aquele estado, o órgão autorizador retorna a rejeição

 

      Localizando a informação

Utilizando o Gestão DF-e, acesse a opção [Consulta de NF-e Emitidas] e acione o botão [XML – Visualizar XML]. Procure pela tag xNEmp dentro do grupo compra

 

 

Dicas de Correção
Verificar junto a licitação do Órgão Público as informações necessárias para informar na Nota de Empenho.

 

      Referência: Manual de Orientação ao Contribuinte (versão 6.00) - páginas: 226 e 259","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-360
Rejeições NFE,Rejeição: 361 - NF-e com Nota de Empenho inexistente na UF. - OK,"Detalhes do Erro
 Esta rejeição ocorre nos casos em que for transmitida uma NF-e a órgão público com desoneração de ICMS motivada por venda a Órgão Público, <motDesICMS> igual a 8, e a nota de empenho referenciada no campo <xNEmp> do grupo compra não existir na UF que está sendo emitida a nota.

 

Dicas de Correção
Para resolver esse problema deverá referenciar notas de empenho que existam na UF de emissão com retorno de aprovada. Esta implementação é opcional para cada UF, devendo analisar se o seu estado emissor adere a esta regra ou não.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-361
